symbol,shortName,exchange,bucket,marketCap,sector_name,industry_name
ANSLY,Ansell Ltd.,PNK,mid,2959104000.0,Healthcare,Medical Instruments & Supplies
GNZUY,"Guangzhou Automobile Group Co.,",PNK,mid,2957149184.0,Consumer Cyclical,Auto Manufacturers
GNZUF,"Guangzhou Automobile Group Co.,",PNK,mid,2957148928.0,Consumer Cyclical,Auto Manufacturers
SEBYF,SEB SA,PNK,mid,2954367232.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ELALF,EL AL Israel Airlines Ltd.,PNK,mid,2952773376.0,Industrials,Airlines
VSCFF,VISCOFAN SA,PNK,mid,2951911424.0,Consumer Cyclical,Packaging & Containers
AVIJF,AVICHINA INDUSTRY & TECHNOLOGY,PNK,mid,2949956096.0,Industrials,Aerospace & Defense
KLTHF,KOOLEARN TECHNOLOGY HLDG LTD,PNK,mid,2949086720.0,Consumer Defensive,Education & Training Services
PRMRY,,PNK,mid,2947180032.0,Energy,Oil & Gas E&P
SLTCY,Siltronic AG,PNK,mid,2941949952.0,Technology,Semiconductors
CZGZF,CZG CESKA ZBROJOVKA GROUP SE,PNK,mid,2941444608.0,Industrials,Aerospace & Defense
FPAFY,First Pacific Company Ltd.,PNK,mid,2940862720.0,Consumer Defensive,Packaged Foods
MILGF,,PNK,mid,2939221504.0,Industrials,Integrated Freight & Logistics
DREUF,Dream Industrial Real Estate In,PNK,mid,2939218432.0,Real Estate,REIT - Industrial
CSMYF,Cosmos Pharmaceutical Corp.,PNK,mid,2937274368.0,Healthcare,Pharmaceutical Retailers
TROLB,"Tootsie Roll Industries, Inc.",PNK,mid,2931676160.0,Consumer Defensive,Confectioners
EUZOF,EURAZEO,PNK,mid,2928041472.0,Financial Services,Asset Management
REMYF,Remy Cointreau SA,PNK,mid,2926025728.0,Consumer Defensive,Beverages - Wineries & Distilleries
BTE,Baytex Energy Corp,NYQ,mid,2922656000.0,Energy,Oil & Gas E&P
SMIZF,Melia Hotels International SA,PNK,mid,2919120640.0,Consumer Cyclical,Lodging
DNN,Denison Mines Corp,ASE,mid,2914154752.0,Energy,Uranium
KDKWF,KADOKAWA CORPORATION,PNK,mid,2913002496.0,Communication Services,Publishing
ELTTF,ELMOS SEMICONDUCTOR SE,PNK,mid,2911014144.0,Technology,Semiconductors
PIKQF,INDAH KIAT PULP & PAPER,PNK,mid,2902356480.0,Basic Materials,Paper & Paper Products
LMHDF,LEM HOLDING SA,PNK,mid,2901715456.0,Technology,Electronic Components
KPLUF,K+S AG,OQX,mid,2896679168.0,Basic Materials,Agricultural Inputs
THLPF,Thule Group AB,PNK,mid,2892219392.0,Consumer Cyclical,Leisure
TKKYY,T SISE VE CAM FABRIKALARI AS UN,PNK,mid,2890693376.0,Industrials,Conglomerates
RGNLF,REGIONAL SAB DE CV,PNK,mid,2879236864.0,Financial Services,Banks - Regional
PAFRF,PAN AFRICAN RESOURCES,OQX,mid,2878785024.0,Basic Materials,Gold
IOVA,"Iovance Biotherapeutics, Inc.",NGM,mid,2871838976.0,Healthcare,Biotechnology
EXXAF,EXXARO RESOURCES,PNK,mid,2870598400.0,Energy,Thermal Coal
CMSYF,COMSYS HOLDINGS CORP,PNK,mid,2869603328.0,Industrials,Engineering & Construction
XISHY,Xinyi Solar Holdings Limited,PNK,mid,2869492224.0,Technology,Solar
MIESY,Mitsui E&S Co Ltd.,PNK,mid,2869095424.0,Industrials,Aerospace & Defense
CZMWF,Carl Zeiss Meditec AG,PNK,mid,2867681792.0,Healthcare,Medical Instruments & Supplies
VGPBF,VGP SA,PNK,mid,2867539456.0,Real Estate,Real Estate Services
IWTNF,IWATANI CORP.,PNK,mid,2865691648.0,Industrials,Conglomerates
LINRF,Liontown Limited,PNK,mid,2861199872.0,Basic Materials,Other Industrial Metals & Mining
ZONNF,Nos SGPS SA,PNK,mid,2859969792.0,Communication Services,Telecom Services
FPAFF,First Pacific Company Ltd.,PNK,mid,2855620352.0,Consumer Defensive,Packaged Foods
MRPZF,MR.PRICE GROUP,PNK,mid,2853846528.0,Consumer Cyclical,Apparel Retail
OPMXF,OPERADORA DE SITES MEXICANOS S ,PNK,mid,2852794880.0,Industrials,Engineering & Construction
INREF,INRETAIL PERU CORP,PNK,mid,2851383552.0,Consumer Cyclical,Department Stores
AMBBY,Ambu A/S,PNK,mid,2848421120.0,Healthcare,Medical Devices
RTBBF,RATHBONES GROUP PLC,PNK,mid,2848170496.0,Financial Services,Asset Management
BGSI,Boyd Group Services Inc.,NYQ,mid,2848128768.0,Consumer Cyclical,Auto & Truck Dealerships
SRAIF,STADLER RAIL AG,PNK,mid,2846886656.0,Industrials,Railroads
JGSMY,"JG Summit Holdings, Inc.",PNK,mid,2846692352.0,Industrials,Conglomerates
CESDF,CES Energy Solutions Corp.,OID,mid,2846573824.0,Energy,Oil & Gas Equipment & Services
AMBFF,AMBU A/S,PNK,mid,2845798400.0,Healthcare,Medical Devices
ATTRF,CAPITALAND ASCOTT TRUST NPV STA,PNK,mid,2844669952.0,Real Estate,REIT - Diversified
CGSBF,,PNK,mid,2840129024.0,Healthcare,Pharmaceutical Retailers
CSAN,Cosan S.A.,NYQ,mid,2839943936.0,Energy,Oil & Gas Refining & Marketing
MLTTY,Multiplan Empreendimentos Imobi,PNK,mid,2839771648.0,Real Estate,Real Estate Services
WFRSF,West African Resources Ltd.,PNK,mid,2836507392.0,Basic Materials,Gold
IOND,Ionic Digital Inc.,NMS,mid,2835440384.0,Financial Services,Capital Markets
FRLOF,FRASERS LOG & COMMERCIAL TRUST,PNK,mid,2830595840.0,Real Estate,REIT - Industrial
REMYY,Remy Cointreau SA,PNK,mid,2826492160.0,Consumer Defensive,Beverages - Wineries & Distilleries
EXK,Endeavour Silver Corporation,NYQ,mid,2825218304.0,Basic Materials,Silver
KPTCY,"Kansai Paint Co., Ltd.",PNK,mid,2823772928.0,Basic Materials,Specialty Chemicals
KYDKF,,PNK,mid,2822319616.0,Industrials,Engineering & Construction
BRCTF,BIOARCTIC AB,PNK,mid,2819664384.0,Healthcare,Biotechnology
MPT,"Medical Properties Trust, Inc.",NYQ,mid,2811069696.0,Real Estate,REIT - Healthcare Facilities
TDBOY,Toyota Boshoku Corp.,PNK,mid,2809870336.0,Consumer Cyclical,Auto Parts
CSPKF,COSCO SHIPPING PORTS LTD,PNK,mid,2808484096.0,Industrials,Marine Shipping
VBVBF,VERBIO SE,PNK,mid,2806666752.0,Basic Materials,Specialty Chemicals
SNDFY,Sandfire Resources NL,PNK,mid,2801779712.0,Basic Materials,Copper
GARPY,Golden Agri-Resources,PNK,mid,2801381632.0,Consumer Defensive,Farm Products
CCKRF,,PNK,mid,2797901568.0,Healthcare,Pharmaceutical Retailers
HKUOY,"Hakuhodo Dy Holdings, Inc.",PNK,mid,2797231104.0,Communication Services,Advertising Agencies
CBCFF,CALBEE INC,PNK,mid,2796520704.0,Consumer Defensive,Packaged Foods
UACJF,,PNK,mid,2795708416.0,Basic Materials,Aluminum
RENZY,,PNK,mid,2792534528.0,Utilities,Utilities - Diversified
FJTNF,FUJI MEDIA HOLDING,PNK,mid,2791938304.0,Communication Services,Broadcasting
KNKZF,KWS SAAT SE & CO. KGAA,PNK,mid,2791800064.0,Basic Materials,Agricultural Inputs
YUEIY,Yue Yuen Industrial (Holdings) ,PNK,mid,2791709184.0,Consumer Cyclical,Footwear & Accessories
HACBF,HACHIJUNI BANK,PNK,mid,2789352192.0,Financial Services,Banks - Regional
GMALF,Genting Malaysia Berhad,OID,mid,2788528896.0,Consumer Cyclical,Resorts & Casinos
HAWPF,Haw Par Corp. Ltd.,PNK,mid,2784811520.0,Healthcare,Drug Manufacturers - General
GNCGF,Greencore Group plc.,PNK,mid,2783900416.0,Consumer Defensive,Packaged Foods
FGSGF,FLAT GLASS GROUP CO LTD,PNK,mid,2780940032.0,Technology,Solar
NTULF,,PNK,mid,2780603648.0,Technology,Information Technology Services
INRHF,,PNK,mid,2779627008.0,Industrials,Engineering & Construction
XNYIF,Xinyi Solar Holdings Limited,PNK,mid,2778031104.0,Technology,Solar
BKQNY,Bank of Queensland Ltd.,PNK,mid,2777886208.0,Financial Services,Banks - Regional
GNCGY,GREENCORE GROUP PLC SPON ADR RE,PNK,mid,2775969024.0,Consumer Defensive,Packaged Foods
MAURF,MARUI GROUP CO LTD,PNK,mid,2775371264.0,Financial Services,Credit Services
BKFKF,Bakkafrost PF,PNK,mid,2770439424.0,Consumer Defensive,Farm Products
MMTHF,,PNK,mid,2769587968.0,Financial Services,Insurance - Diversified
CFNCF,COMPAGNIE FINANCIERE TRADITION,PNK,mid,2766997504.0,Financial Services,Capital Markets
SCGPY,SERCO GROUP PLC SPN ADR EACH RE,PNK,mid,2766188800.0,Industrials,Specialty Business Services
NPPEY,,PNK,mid,2766085120.0,Technology,Electronic Components
MEIUF,MEITU INC,PNK,mid,2762077952.0,Communication Services,Internet Content & Information
STAEY,STANLEY ELECTRIC CO UNSPN ADS E,PNK,mid,2757670656.0,Consumer Cyclical,Auto Parts
AAUC,Allied Gold Corporation,NYQ,mid,2756213248.0,Basic Materials,Gold
EUTLF,Eutelsat Communications,PNK,mid,2756099072.0,Communication Services,Telecom Services
KHEXF,KEIKYU CORPORATION,PNK,mid,2752748032.0,Industrials,Conglomerates
TORLF,,PNK,mid,2752698880.0,Consumer Cyclical,Restaurants
JAIRF,Japan Airport Terminal,PNK,mid,2749491712.0,Industrials,Airports & Air Services
JBFCF,Jollibee Foods Corp.,PNK,mid,2745716736.0,Consumer Cyclical,Restaurants
SGAMF,"Sega Sammy Holdings, Inc.",PNK,mid,2739490304.0,Communication Services,Electronic Gaming & Multimedia
INCPF,INNOCARE PHARMA LTD,PNK,mid,2738262528.0,Healthcare,Biotechnology
FXCNY,,PNK,mid,2735601408.0,Technology,Consumer Electronics
BRVDF,,PNK,mid,2732735744.0,Industrials,Engineering & Construction
CRMIF,CARMILA,PNK,mid,2731598848.0,Real Estate,REIT - Retail
WBRBF,WIENERBERGER AG,PNK,mid,2730046720.0,Basic Materials,Building Materials
WLYB,"John Wiley & Sons, Inc.",NYQ,mid,2729891840.0,Communication Services,Publishing
TGSGY,TGS ASA,OQX,mid,2727461632.0,Energy,Oil & Gas Equipment & Services
BIRDF,Bird Construction Inc.,PNK,mid,2721964032.0,Industrials,Engineering & Construction
KOYJF,KEMIRA OYJ,PNK,mid,2721819136.0,Basic Materials,Chemicals
ATRRF,ALTAREA,PNK,mid,2721419008.0,Real Estate,REIT - Residential
BRLXF,Boralex Inc.,PNK,mid,2719934208.0,Utilities,Utilities - Renewable
THYCY,TAIHEIYO CEMENT CORP UNSP ADR E,PNK,mid,2719720960.0,Basic Materials,Building Materials
SEGSY,SIA ENGINEERING CO UNSP ADR EAC,PNK,mid,2719053056.0,Industrials,Airports & Air Services
EOGSF,Emerald Oil & Gas NL,PNK,mid,2715092480.0,Basic Materials,Gold
SPSAF,SOPRA STERIA GROUP,PNK,mid,2715052800.0,Technology,Information Technology Services
EPWDF,ELECTRIC POWER DEVELOPMENT,PNK,mid,2708767488.0,Utilities,Utilities - Renewable
HTWSF,Helios Towers PLC.,PNK,mid,2708530176.0,Communication Services,Telecom Services
SUEZF,Suedzucker AG,PNK,mid,2707470592.0,Consumer Defensive,Packaged Foods
MTAGF,CECONOMY AG,PNK,mid,2702681600.0,Consumer Cyclical,Specialty Retail
GDRPF,GOLDEN RESOURCES DEV INT,PNK,mid,2698876416.0,Consumer Defensive,Food Distribution
THUPY,Thule Group AB,PNK,mid,2695818240.0,Consumer Cyclical,Leisure
PTTWF,ORANGE POLSKA SA,PNK,mid,2690332928.0,Communication Services,Telecom Services
OSTIY,Osterreichische Post AG,PNK,mid,2688524032.0,Industrials,Integrated Freight & Logistics
TGSNF,TGS ASA,OQX,mid,2686195968.0,Energy,Oil & Gas Equipment & Services
GGGSF,Greggs Plc.,PNK,mid,2681294592.0,Consumer Cyclical,Restaurants
JBFCY,Jollibee Foods Corp.,PNK,mid,2678474752.0,Consumer Cyclical,Restaurants
AZLGY,AZELIS GROUP NV,PNK,mid,2677174528.0,Basic Materials,Specialty Chemicals
CLCMF,Sinch AB,PNK,mid,2676810240.0,Communication Services,Telecom Services
CFACY,Coface S.A.,PNK,mid,2674864384.0,Financial Services,Insurance - Reinsurance
LYSFF,Leroy Seafood Group ASA,PNK,mid,2672680960.0,Consumer Defensive,Packaged Foods
ELUXY,AB Electrolux,PNK,mid,2669798656.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MRPLY,Mr. Price Group Ltd.,PNK,mid,2668732160.0,Consumer Cyclical,Apparel Retail
COFAF,COFACE,PNK,mid,2666643200.0,Financial Services,Insurance - Reinsurance
EBOSY,EBOS GROUP,PNK,mid,2665503232.0,Healthcare,Medical Distribution
GARPF,Golden Agri-Resources,PNK,mid,2663151104.0,Consumer Defensive,Farm Products
LGNRF,LEGEND HOLDINGS CORPORATION,PNK,mid,2662540800.0,Technology,Computer Hardware
BSFFF,BASIC-FIT N.V.,PNK,mid,2661569792.0,Consumer Cyclical,Leisure
TDTH,Trident Digital Tech Holdings L,NCM,mid,2661435392.0,Technology,Information Technology Services
OVHGY,OVH GROUPE UNSPON ADS EACH REP ,PNK,mid,2656647168.0,Technology,Software - Infrastructure
NCHEF,,PNK,mid,2656543488.0,Consumer Defensive,Packaged Foods
HXXPY,Hexpol AB,PNK,mid,2655608064.0,Basic Materials,Specialty Chemicals
RMGGY,Resolute Mining Ltd.,PNK,mid,2652291328.0,Basic Materials,Gold
MXCHY,Orbia Advance Corp S A B,PNK,mid,2649917184.0,Industrials,Conglomerates
FBGGF,FABEGE AB,PNK,mid,2645593344.0,Real Estate,Real Estate Services
ATUSF,Altius Minerals Corp.,OQX,mid,2644257280.0,Basic Materials,Other Industrial Metals & Mining
LYSFY,Leroy Seafood Group ASA,PNK,mid,2643912960.0,Consumer Defensive,Packaged Foods
THYCF,Taiheiyo Cement Corp.,PNK,mid,2639088128.0,Basic Materials,Building Materials
TCMFF,Telecom Argentina S.A.,PNK,mid,2638267904.0,Communication Services,Telecom Services
SHTPY,,PNK,mid,2632743680.0,Healthcare,Medical Instruments & Supplies
NISUY,NIPPON SUISAN KAISHA ADR-EACH C,PNK,mid,2632399616.0,Consumer Defensive,Packaged Foods
AOZOY,Aozora Bank Ltd.,PNK,mid,2629240320.0,Financial Services,Banks - Regional
MMTOY,,PNK,mid,2628859136.0,Consumer Cyclical,Auto Manufacturers
ELNRF,ELECNOR SA,PNK,mid,2624851712.0,Industrials,Engineering & Construction
DICCF,DIC CORPORATION,PNK,mid,2622370816.0,Basic Materials,Specialty Chemicals
BOWFF,Boardwalk Real Estate Investmen,PNK,mid,2621282304.0,Real Estate,REIT - Residential
ZLAB,Zai Lab Limited,NGM,mid,2618048256.0,Healthcare,Biotechnology
EXOSF,,PNK,mid,2613238016.0,Industrials,Electrical Equipment & Parts
KGDEF,KINGDEE INTL SOFTWARE GROUP,PNK,mid,2613221632.0,Technology,Software - Application
YADGF,Yadea Group Holding Ltd,PNK,mid,2611086336.0,Consumer Cyclical,Auto Manufacturers
GGGSY,Greggs Plc.,PNK,mid,2609028864.0,Consumer Cyclical,Restaurants
JNPKF,Jenoptik AG,PNK,mid,2607196160.0,Technology,Electronic Components
HYSNY,"Hysan Development Co., Ltd.",PNK,mid,2606063104.0,Real Estate,Real Estate Services
UAA,"Under Armour, Inc.",NYQ,mid,2604845056.0,Consumer Cyclical,Apparel Manufacturing
WBRBY,Wienerberger Baustoffindustrie ,PNK,mid,2603922688.0,Basic Materials,Building Materials
CWLLF,,PNK,mid,2601413120.0,Technology,Electronic Components
OVHFF,OVH GROUPE,PNK,mid,2594618624.0,Technology,Software - Infrastructure
DLPTF,LIAONING PORT CO LTD.,PNK,mid,2592894464.0,Industrials,Marine Shipping
NINTF,NINETY ONE PLC,PNK,mid,2587991552.0,Financial Services,Asset Management
PAFRY,Pan African Resources PLC,OQX,mid,2587865600.0,Basic Materials,Gold
APELY,Alps Alpine Co Ltd.,PNK,mid,2585669632.0,Technology,Electronic Components
MXCHF,Orbia Advance Corp S A B,PNK,mid,2582464768.0,Industrials,Conglomerates
KPLIF,KEPPEL INFRASTRUCTURE TRUST,PNK,mid,2581828608.0,Basic Materials,Specialty Chemicals
NYAX,Nayax Ltd.,NMS,mid,2581334272.0,Technology,Software - Infrastructure
FRRZF,FERROTEC HOLDINGS CORPORATION,PNK,mid,2579273984.0,Technology,Semiconductors
CHLLF,CHINA LITERATURE LTD,PNK,mid,2577787392.0,Communication Services,Internet Content & Information
WSTTF,,PNK,mid,2577350144.0,Industrials,Marine Shipping
AANNF,Aroundtown SA,PNK,mid,2575158528.0,Real Estate,Real Estate Services
CSIOF,CASIO COMPUTER CO,PNK,mid,2574638848.0,Technology,Consumer Electronics
SEOTF,SEINO HOLDINGS,PNK,mid,2571586304.0,Industrials,Trucking
BKQNF,BANK OF QUEENSLAND LIMITED,PNK,mid,2570777600.0,Financial Services,Banks - Regional
SGBAF,SES SA,PNK,mid,2568256256.0,Communication Services,Broadcasting
IMPJY,Webuild SpA,PNK,mid,2565933056.0,Industrials,Engineering & Construction
BLJZY,BERLI JUCKER PCL UNSP ADR EA RE,PNK,mid,2564989952.0,Industrials,Conglomerates
POELF,NAVIGATOR COMPANY SA,PNK,mid,2560258816.0,Basic Materials,Paper & Paper Products
IFMNF,INFORMATION SERVICES INTL-DENTS,PNK,mid,2558811392.0,Technology,Information Technology Services
TMC,TMC the metals company Inc.,NMS,mid,2549706240.0,Basic Materials,Other Industrial Metals & Mining
ABTZY,ABOITIZ EQUITY VENTURE INC UNSP,PNK,mid,2548737536.0,Utilities,Utilities - Regulated Electric
PCCOF,,PNK,mid,2546498816.0,Consumer Defensive,Household & Personal Products
GULRY,Guoco Group Ltd.,PNK,mid,2541921792.0,Industrials,Conglomerates
CDGLY,"Comfortdelgro Corp., Ltd.",PNK,mid,2540238080.0,Industrials,Railroads
TNISY,TECNICAS REUNIDAS,PNK,mid,2536936448.0,Industrials,Engineering & Construction
SRGBF,SURUGA BANK,PNK,mid,2536804608.0,Financial Services,Banks - Regional
OSBGF,OSB GROUP PLC,PNK,mid,2535647232.0,Financial Services,Mortgage Finance
SVM,Silvercorp Metals Inc.,ASE,mid,2532769024.0,Basic Materials,Silver
KBYPF,KOBAYASHI PHARMACEUTICALS,PNK,mid,2531230208.0,Consumer Defensive,Household & Personal Products
PASTF,OPMOBILITY,PNK,mid,2529957632.0,Consumer Cyclical,Auto Parts
ZZHGF,ZHONGAN ONLINE P & C INS CO LTD,PNK,mid,2527219456.0,Financial Services,Insurance - Property & Casualty
ZNKKY,Zenkoku Hosho Co Ltd,PNK,mid,2525868032.0,Financial Services,Credit Services
TOMYF,,PNK,mid,2525356032.0,Consumer Cyclical,Leisure
TKCBY,Tokai Carbon Company Ltd.,PNK,mid,2523643136.0,Basic Materials,Specialty Chemicals
MLFNF,Maple Leaf Foods Inc.,PNK,mid,2522197504.0,Consumer Defensive,Packaged Foods
HKUOF,HAKUHODO DY HLDGS INC,PNK,mid,2520404736.0,Communication Services,Advertising Agencies
USNNF,U-NEXT HOLDINGS Co.Ltd.,PNK,mid,2516229888.0,Industrials,Conglomerates
MCVEY,MEDICOVER AB UNSPON ADS EACH RE,PNK,mid,2515174144.0,Healthcare,Medical Care Facilities
SOTDY,STROEER SE&CO KGAA UNSP ADS EAC,PNK,mid,2510099968.0,Communication Services,Advertising Agencies
TOMYY,"Tomy Co., Ltd.",PNK,mid,2506439424.0,Consumer Cyclical,Leisure
STAEF,STANLEY ELECTRIC CO,PNK,mid,2505910272.0,Consumer Cyclical,Auto Parts
HUFAF,HUFVUDSTADEN AB,PNK,mid,2505587968.0,Real Estate,Real Estate Services
WLWHY,Woolworths Holdings Ltd.,PNK,mid,2505403392.0,Consumer Cyclical,Department Stores
BKFKY,Bakkafrost PF,PNK,mid,2503937280.0,Consumer Defensive,Farm Products
PHPMF,PHILIP MORRIS(CZ),PNK,mid,2498301184.0,Consumer Defensive,Tobacco
SRBEF,VUSIONGROUP,PNK,mid,2494010880.0,Technology,Software - Application
PTTMF,TIMAH TBK,PNK,mid,2491804928.0,Basic Materials,Other Industrial Metals & Mining
MOHCF,MOTOR OIL SA,PNK,mid,2491683840.0,Energy,Oil & Gas Refining & Marketing
KOJAF,KOJAMO OYJ,PNK,mid,2489223936.0,Real Estate,Real Estate Services
FFXDF,Fairfax India Hldgs Corp,PNK,mid,2484390144.0,Financial Services,Asset Management
COTY,Coty Inc.,NYQ,mid,2482915328.0,Consumer Defensive,Household & Personal Products
IPCFF,International Petroleum Corp. C,PNK,mid,2480383232.0,Energy,Oil & Gas E&P
CAIAF,CA IMMOBILIEN ANLAGEN AG,PNK,mid,2478741248.0,Real Estate,Real Estate Services
EXALF,EXAIL TECHNOLOGIES,OQX,mid,2478510336.0,Industrials,Aerospace & Defense
HPCRF,HOME PRODUCT CENTER PLC,PNK,mid,2478402816.0,Consumer Cyclical,Home Improvement Retail
SKUEF,,PNK,mid,2477106688.0,Real Estate,REIT - Diversified
PKCOF,PARK 24 CO LTD,PNK,mid,2475601920.0,Industrials,Infrastructure Operations
SWONF,SOFTWAREONE HLDG AG,PNK,mid,2473350656.0,Technology,Software - Application
SMSGY,SAMSONITE GROUP S A,PNK,mid,2471197696.0,Consumer Cyclical,Footwear & Accessories
TKOBF,TBS HOLDINGS INC,PNK,mid,2468675328.0,Communication Services,Broadcasting
CHRUF,CHORUS LTD,PNK,mid,2468519424.0,Communication Services,Telecom Services
NICMF,Nickel Industries Ltd,PNK,mid,2467782656.0,Basic Materials,Other Industrial Metals & Mining
PTXKY,PT XLSMART Telecom Sejahtera Tb,PNK,mid,2466081536.0,Communication Services,Telecom Services
NIFCY,NIFCO INC UNSP ADR EACH REP 0.5,PNK,mid,2464105728.0,Consumer Cyclical,Auto Parts
CURLF,"Curaleaf Holdings, Inc.",OQX,mid,2457416448.0,Healthcare,Drug Manufacturers - Specialty & Generic
RLX,RLX Technology Inc.,NYQ,mid,2456731648.0,Consumer Defensive,Tobacco
ARHCF,,PNK,mid,2455740672.0,Healthcare,Medical Distribution
LIME,"Neutron Holdings, Inc.",NMS,mid,2450912768.0,Industrials,Rental & Leasing Services
NSHBY,Nisshinbo Holdings Inc.,PNK,mid,2448899328.0,Industrials,Conglomerates
PPAAY,PT Perusahaan Gas Negara Persar,PNK,mid,2448176128.0,Utilities,Utilities - Regulated Gas
HSQVY,Husqvarna AB,PNK,mid,2447633152.0,Industrials,Tools & Accessories
HMNKF,HMS NETWORKS AB,PNK,mid,2445954304.0,Technology,Communication Equipment
CENTA,Central Garden & Pet Company,NMS,mid,2444867072.0,Consumer Defensive,Packaged Foods
ULIHF,UNITED LABORATORIES INTL HLDGS ,PNK,mid,2443142912.0,Healthcare,Drug Manufacturers - Specialty & Generic
KTERF,KEIO CORPORATION,PNK,mid,2442886656.0,Industrials,Conglomerates
SUEZY,Suedzucker AG,PNK,mid,2442032128.0,Consumer Defensive,Packaged Foods
TSCFY,"TISCO Finance Public Co., Ltd.",PNK,mid,2441999360.0,Financial Services,Banks - Regional
PMCGF,MERDEKA COPPER GOLD TBK. PT,PNK,mid,2441690112.0,Basic Materials,Other Industrial Metals & Mining
EFXT,Enerflex Ltd,NYQ,mid,2436456192.0,Energy,Oil & Gas Equipment & Services
KRKKF,KRUK SA,PNK,mid,2434715648.0,Financial Services,Credit Services
SKLYF,SKYLARK HOLDINGS CO LTD,PNK,mid,2433111296.0,Consumer Cyclical,Restaurants
GDNGY,Gudang Garam Pt,PNK,mid,2432498176.0,Consumer Defensive,Tobacco
ZIZTF,Zip Co Ltd.,PNK,mid,2429547520.0,Financial Services,Credit Services
AEBZY,Anadolu Efes Biracilik Ve Malt ,PNK,mid,2427631616.0,Consumer Defensive,Beverages - Non-Alcoholic
RMTHF,MATRIX IT LTD.,PNK,mid,2425508608.0,Technology,Information Technology Services
HUQVF,HUSQVARNA AB,PNK,mid,2424757760.0,Industrials,Tools & Accessories
MBUMY,MABUCHI MOTOR CO UNSP ADR EACH ,PNK,mid,2424554240.0,Consumer Cyclical,Auto Parts
CSPKY,COSCO SHIPPING Ports Limited,PNK,mid,2422076672.0,Industrials,Marine Shipping
PCFBF,PACIFIC BASIN SHIPPING LTD,PNK,mid,2422055168.0,Industrials,Marine Shipping
CHRYY,Chorus Limited,PNK,mid,2421091072.0,Communication Services,Telecom Services
SOHGY,SOHGO SECURITY SERVICES CO.LTD.,PNK,mid,2418201600.0,Industrials,Security & Protection Services
DENKF,DENKA COMPANY LIMITED,PNK,mid,2413592064.0,Basic Materials,Chemicals
HYSNF,HYSAN DEVELOPMENT,PNK,mid,2413469184.0,Real Estate,Real Estate Services
MGPPF,Megaport Ltd,PNK,mid,2406743808.0,Technology,Software - Infrastructure
NKRKF,Nokian Tyres Plc.,PNK,mid,2405463552.0,Consumer Cyclical,Auto Parts
KSTUF,KANEMATSU CORP,PNK,mid,2401307392.0,Industrials,Conglomerates
SOCNF,,PNK,mid,2398831872.0,Industrials,Electrical Equipment & Parts
OCDGF,Ocado Group PLC,PNK,mid,2398642432.0,Consumer Defensive,Grocery Stores
OCDDY,Ocado Group PLC,PNK,mid,2398642432.0,Consumer Defensive,Grocery Stores
KGMEF,KAGOME CO LTD,PNK,mid,2395826432.0,Consumer Defensive,Packaged Foods
RGPCF,RATCH GROUP PCL,PNK,mid,2395115520.0,Utilities,Utilities - Regulated Electric
NKRKY,Nokian Tyres Plc.,PNK,mid,2394429440.0,Consumer Cyclical,Auto Parts
WOSGF,Watches of Switzerland Group PL,PNK,mid,2392801280.0,Consumer Cyclical,Luxury Goods
BYLOF,Big Yellow Group PLC,PNK,mid,2389961216.0,Real Estate,REIT - Industrial
SYRVF,SACYR SA,PNK,mid,2385393152.0,Industrials,Engineering & Construction
GMOYF,"GMO Internet, Inc.",PNK,mid,2384901120.0,Communication Services,Telecom Services
CEHCF,COSMO ENERGY HLDGS CO LTD,PNK,mid,2381842688.0,Energy,Oil & Gas Integrated
IMYSF,IMERYS,PNK,mid,2377450240.0,Basic Materials,Specialty Chemicals
ALFRY,Alfresa Holdings Corp.,PNK,mid,2376806144.0,Healthcare,Medical Distribution
ENDTF,Canoe EIT Income Fund,PNK,mid,2374157568.0,Financial Services,Asset Management
SIMEF,SIME DARBY PROPERTY BHD,PNK,mid,2370092544.0,Real Estate,Real Estate - Development
PRRFY,Premier Foods Plc.,PNK,mid,2369587200.0,Consumer Defensive,Packaged Foods
SHCAF,SHARP CORP,PNK,mid,2367372032.0,Technology,Consumer Electronics
PTAUY,PORT OF TAURANGA UNSP ADR EACH ,PNK,mid,2364721152.0,Industrials,Marine Shipping
ATOGY,AUTO1 GRP UNSP ADR EACH REPR 0.,PNK,mid,2364486656.0,Consumer Cyclical,Auto & Truck Dealerships
DMPHF,Dermapharm Hldg SE,PNK,mid,2362600960.0,Healthcare,Drug Manufacturers - Specialty & Generic
KSVRF,,PNK,mid,2361611776.0,Industrials,Specialty Industrial Machinery
OSHDF,OSHIDORI INTERNATIONAL HLDGS LT,PNK,mid,2358701312.0,Financial Services,Capital Markets
IMYSY,IMERYS SA,PNK,mid,2357253120.0,Basic Materials,Specialty Chemicals
CTRGF,COUNTRY GARDEN SVCS HLDGS CO LT,PNK,mid,2353136640.0,Real Estate,Real Estate Services
PPENF,PAMPA ENERGIA S.A.,PNK,mid,2351300096.0,Industrials,Conglomerates
SMSOF,Samsonite International SA,PNK,mid,2345728256.0,Consumer Cyclical,Footwear & Accessories
FXCNF,FIH Mobile Ltd,PNK,mid,2344801280.0,Technology,Consumer Electronics
DNLMY,Dunelm Group PLC,PNK,mid,2344415744.0,Consumer Cyclical,Specialty Retail
